text,label
" Six bodies hung from bridges near Mexico's Los Cabos tourist resort MEXICO CITY (Reuters) - The bodies of six men were found hanging from three different bridges near the Mexican tourist resort of Los Cabos on the Baja California peninsula on Wednesday, local authorities said.  The authorities did not give details on what happened to the men, but drug gangs often hang the bodies of their murdered victims in public to intimidate rivals. Drug gang violence is set to make 2017 Mexico s deadliest year in modern history. Two bodies were found on a bridge in Las Veredas, near Los Cabos International Airport, and two on a different bridge on the highway between Cabo San Lucas and San Jose del Cabo, local prosecutors said in a statement.  In a separate statement, the prosecutors said two further bodies were found on a third bridge near the airport. An official from the prosecutor s office, who spoke on condition of anonymity, said the bodies of the men had been hung from the bridges. Violent crime has spiked in Baja California, particularly around the once peaceful resort of Los Cabos visited by million of foreign tourists every year. Los Cabos police chief Juan Manuel Mayorga was shot dead last week.  Mexico is on track for its most violent year since records began, with the rise of the Jalisco New Generation Cartel, now one of the country s most powerful, and disputes between other criminal groups fueling murder rates. On Tuesday, authorities in the northern state of Chihuahua said 12 people were killed in clashes between armed groups. The governor of the state of Baja California Sur, Carlos Mendoza Davis, said that authorities were investigating the incidents near Los Cabos.  I condemn these acts and any expression of violence. Today more than ever in #BCS we should be united,  he said via Twitter, using the hashtag for the state s initials. Homicides have more than doubled in Baja California Sur this year, with 409 people killed through October, from 192 in all of 2016. In June authorities said they had found a mass grave with the bodies of 11 men and three women near Los Cabos. More than 4.4 million passengers, mostly international, have passed through Los Cabos Airport so far this year, according to operator Grupo Aeroportuario del Pacifico. ",FAKE
" Trump garners two more endorsements in U.S. Congress WASHINGTON (Reuters) - Republican presidential front-runner Donald Trump on Thursday won endorsements from two more U.S. Congress members as he battled to be his party’s nominee. Of the 300 Republicans in Congress - 246 in the House of Representatives and 54 in the Senate - Trump now had the explicit support of 11 with the newly announced public backing by Representatives Jeff Miller of Florida and Bill Shuster of Pennsylvania. Trump, a billionaire businessman, U.S. Senator Ted Cruz of Texas and Ohio Governor John Kasich were vying for the nomination to represent the Republican Party in the Nov. 8 general election.  “Donald Trump is the only person who has what it takes to shake up the status quo and entrenched bureaucrats in Washington, D.C.,” Miller said in a statement. Miller, who will retire from the Republican-controlled Congress at year’s end, capping 16 years in the House, has chaired the House Veterans Affairs Committee. Shuster, also in his 16th year in the House, has chaired a powerful transportation committee.  Trump backers in Congress have argued that many more lawmakers privately expressed support for Trump, but still have to run in primaries and so have publicly remained neutral. Representative Kevin Cramer of North Dakota, who endorsed Trump this month, said in an interview that the Trump campaign was cranking up its outreach to Congress. Cruz, a small-government Tea Party favorite, has snared more endorsements from Congress members. The most prominent U.S. Republican lawmakers to publicly endorse Trump was Senator Jeff Sessions, who has been advising the campaign on foreign policy.  The others were U.S. Representatives Chris Collins, Duncan Hunter, Tom Marino, Tom Reed, Scott DesJarlais, Lou Barletta and Renee Ellmers. ",FAKE
"  The Only Pittsburgh Steeler To Stand For National Anthem Speaks Out, And Trump Fans Will HATE It Conservatives cheered when Pittsburgh Steeler Alejandro Villanueva, who s also a combat veteran, came out and stood for the national anthem while the rest of the team stayed in the locker room. They won t be happy with what Villanueva has said about it since, though. They think he s just like them, a jingoist among a sport full of traitors to America, and this is really going to ruin that.First off, it doesn t look like Villanueva intended to be defiant this way:Villenueva asked Ben after Sat night meeting if he could be out in front with captains. Agreed to.  Chris Adamski (@C_AdamskiTrib) September 25, 2017Villenueva turned around when the Bears fan flag came in, he looked back to his teammates,then the anthem started. He couldn t walk out then  Chris Adamski (@C_AdamskiTrib) September 25, 2017So it looks like there might have been some miscommunication about what they were doing, or maybe that Villanueva wasn t totally sure what the team had agreed to do.He also said he knew, every time he saw the flag on a fellow soldier s shoulder during a mission, that they were fighting for each other. He also did say,  People die for the flag; there s no way else to put it  There s nothing else that would justify dying for that mission.  (It s likely the mission he meant was whatever mission he and his fellow soldiers were on, rather than the mission of fighting for the flag that Trump fans are glomming onto).But it s what he says about how he feels about what happened that will have Trump fans seething. Seriously:Alejandro Villanueva:  This national anthem ordeal has sort of been out of control, and there s a lot of blame on myself  Chris Adamski (@C_AdamskiTrib) September 25, 2017Villenueva: I made coach Tomlin look bad, and that is my fault and my fault only. I made my teammates look bad, and that is my fault only  Chris Adamski (@C_AdamskiTrib) September 25, 2017Alejandro Villanueva:  Unfortunately, I threw (my teammates) under the bus, unintentionally.  Chris Adamski (@C_AdamskiTrib) September 25, 2017Alejandro Villaneuva:  Every single time I see that picture of me standing by myself, I feel embarrassed.  Chris Adamski (@C_AdamskiTrib) September 25, 2017Al Villanueva:  For anybody who thinks that Coach Tomlin is not as patriotic as you can get in America  I m offended by that.  Chris Adamski (@C_AdamskiTrib) September 25, 2017Villanueva:  We as a team tried to figure it out, obviously we butchered it . I m not gonna pretend I have some kind of righteous voice.  Chris Adamski (@C_AdamskiTrib) September 25, 2017Alejandro Villaneuva:  I will support all my teammates, and all my teammates and all my coaches have always supported me.  Chris Adamski (@C_AdamskiTrib) September 25, 2017And then there s this:Villenueva says he  absolutely  would be OK if teammates kneeled or sat during the anthem.  Chris Adamski (@C_AdamskiTrib) September 25, 2017Al Villanueva says some players who have been kneeling during anthems have approached him after/before games and thanked him for his service  Chris Adamski (@C_AdamskiTrib) September 25, 2017Al Villenueva:  Every single one of my teammates is extremely supportive and extremely patriotic. I can honestly said that.  Chris Adamski (@C_AdamskiTrib) September 25, 2017Al Villaneuva:  The team meeting that we had on Saturday night brought the whole team together. Absolutely, We had great conversations.  Chris Adamski (@C_AdamskiTrib) September 25, 2017Trump fans really don t understand why people are so angry at them for whining about professional athletes not standing for the national anthem. The jingoism is dangerously strong among them, along with the cluelessness and blind followership. In fact, many of them are on the above thread and totally, utterly and completely misunderstanding it. They aren t the patriots they believe themselves to be. Not even close.Featured image via Joe Robbins/Getty Images",FAKE
" White House: Congress has more work to do on spending bill WASHINGTON (Reuters) - The White House on Friday welcomed the latest plan from congressional Republicans to fund the federal government past Sept. 30 but said it was still disappointed in parts of the proposal, such as a lack of funding for the water crisis in Flint, Michigan, among other issues. White House spokesman Josh Earnest told reporters in a daily briefing that it “is not at all clear to me” that President Barack Obama is prepared to fund the spending bill “because he believes that Congress has got more work to.” ",FAKE
" Collapsing: Why the ‘Russia Hack’ Witch Hunt Will Not End Well for Congress, or America 21st Century Wire says Washington s Russian witch hunt is now collapsing before our eyes. As host Patrick Henningsen revealed last Wednesday on ACR Radio, the supposedly damning information submitted by the FBI s private  cyber security  contractor Crowdstrike, of which the entire  Russian Hack  conspiracy theory hinges on   is fraudulent. Here is a link to their primary invented piece of  evidence  included in the US Intelligence Assessment. This means that we were correct back on Nov 1st when we said the Russian Hack story was a hoax designed distract from the explosive contents on the DNC and Podesta email leaks, and also to bolster a failing Hillary Clinton campaign by discrediting Donald Trump as being somehow in league with the evil Russians.If they keep pressing this story, it will only hurt the credibility of a Democratic Party that still refuses to admit the abject failures and corruption within of their political organization.Now the question remains: how more millions in US taxpayer money will Hollywood s Congressman Adam Schiff, and ringleaders Lindsey Graham waste before they re done trying to  look tough  on Russia and Trump? Will they be held accountable by anyone?In the end, we discover that Schiff, Feinstein, Graham, McCain and so many others in Washington have done extreme damage to American interests, and in the long run   to national security. Here s the story  US Congressman and NeoMcCarthyite Adam Schiff has himself become a ridiculous-looking caricature as of late. Justin Raimondo Antiwar.comThe allegation   now accepted as incontrovertible fact by the  mainstream  media   that the Russian intelligence services hacked the Democratic National Committee (and John Podesta s emails) in an effort to help Donald Trump get elected recently suffered a blow from which it may not recover.Crowdstrike is the cybersecurity company hired by the DNC to determine who hacked their accounts: it took them a single day to determine the identity of the culprits   it was, they said, two groups of hackers which they named  Fancy Bear  and  Cozy Bear,  affiliated respectively with the GRU, which is Russian military intelligence, and the FSB, the Russian security service.How did they know this?These alleged  hacker groups  are not associated with any known individuals in any way connected to Russian intelligence: instead, they are identified by the tools they use, the times they do their dirty work, the nature of the targets, and other characteristics based on the history of past intrusions.Yet as Jeffrey Carr and other cyberwarfare experts have pointed out, this methodology is fatally flawed.  It s important to know that the process of attributing an attack by a cybersecurity company has nothing to do with the scientific method,  writes Carr: Claims of attribution aren t testable or repeatable because the hypothesis is never proven right or wrong. Neither are claims of attribution admissible in any criminal case, so those who make the claim don t have to abide by any rules of evidence (i.e., hearsay, relevance, admissibility). Likening attribution claims of hacking incidents by cybersecurity companies to intelligence assessments, Carr notes that, unlike government agencies such the CIA, these companies are never held to account for their misses: When it comes to cybersecurity estimates of attribution, no one holds the company that makes the claim accountable because there s no way to prove whether the assignment of attribution is true or false unless (1) there is a criminal conviction, (2) the hacker is caught in the act, or (3) a government employee leaked the evidence. This lack of accountability may be changing, however, because Crowdstrike s case for attributing the hacking of the DNC to the Russians is falling apart at the seams like a cheap sweater.To begin with, Crowdstrike initially gauged its certainty as to the identity of the hackers with  medium confidence.  However, a later development, announced in late December and touted by the Washington Post, boosted this to  high confidence.  The reason for this newfound near-certainty was their discovery that  Fancy Bear  had also infected an application used by the Ukrainian military to target separatist artillery in the Ukrainian civil war. As the Post reported: While CrowdStrike, which was hired by the DNC to investigate the intrusions and whose findings are described in a new report, had always suspected that one of the two hacker groups that struck the DNC was the GRU, Russia s military intelligence agency, it had only medium confidence. Now, said CrowdStrike co-founder Dmitri Alperovitch,  we have high confidence  it was a unit of the GRU. CrowdStrike had dubbed that unit  Fancy Bear. Crowdstrike published an analysis that claimed a malware program supposedly unique to Fancy Bear, X-Agent, had infected a Ukrainian targeting application and, using GPS to geo-locate Ukrainian positions, had turned the application against the Ukrainians, resulting in huge losses: Between July and August 2014, Russian-backed forces launched some of the most-decisive attacks against Ukrainian forces, resulting in significant loss of life, weaponry and territory. Ukrainian artillery forces have lost over 50% of their weapons in the two years of conflict and over 80% of D-30 howitzers, the highest percentage of loss of any other artillery pieces in Ukraine s arsenal. Alperovitch told the PBS News Hour that  Ukraine s artillery men were targeted by the same hackers, that we call Fancy Bear, that targeted DNC, but this time they were targeting cell phones to try to understand their location so that the Russian artillery forces can actually target them in the open battle. It was the same variant of the same malicious code that we had seen at the DNC. He told NBC News that this proved the DNC hacker  wasn t a 400-pound guy in his bed,  as Trump had opined during the first presidential debate   it was the Russians.The only problem with this analysis is that is wasn t true. It turns out that Crowdstrike s estimate of Ukrainian losses was based on a blog post by a pro-Russian blogger eager to tout Ukrainian losses: the Ukrainians denied it. Furthermore, the hacking attribution was based on the hackers  use of a malware program called X-Agent, supposedly unique to Fancy Bear. Since the target was the Ukrainian military, Crowdstrike extrapolated from this that the hackers were working for the Russians.All somewhat plausible, except for two things: To begin with, as Jeffrey Carr pointed out in December, and now others are beginning to realize, X-Agent isn t unique to Fancy Bear. Citing the findings of ESET, another cybersecurity company, he wrote: Unlike Crowdstrike, ESET doesn t assign APT28/Fancy Bear/Sednit to a Russian Intelligence Service or anyone else for a very simple reason. Once malware is deployed, it is no longer under the control of the hacker who deployed it or the developer who created it. It can be reverse-engineered, copied, modified, shared and redeployed again and again by anyone. In other words     malware deployed is malware enjoyed! In fact, the source code for X-Agent, which was used in the DNC, Bundestag, and TV5Monde attacks, was obtained by ESET as part of their investigation! During our investigations, we were able to retrieve the complete Xagent source code for the Linux operating system . If ESET could do it, so can others. It is both foolish and baseless to claim, as Crowdstrike does, that X-Agent is used solely by the Russian government when the source code is there for anyone to find and use at will. Secondly, the estimate Crowdstrike used to verify the Ukrainian losses was supposedly based on data from the respected International Institute for Strategic Studies (IISS). But now IISS is disavowing and debunking their claims: [T]he International Institute for Strategic Studies (IISS) told [Voice of America] that CrowdStrike erroneously used IISS data as proof of the intrusion. IISS disavowed any connection to the CrowdStrike report. Ukraine s Ministry of Defense also has claimed combat losses and hacking never happened . The CrowdStrike report uses our data, but the inferences and analysis drawn from that data belong solely to the report s authors,  the IISS said.  The inference they make that reductions in Ukrainian D-30 artillery holdings between 2013 and 2016 were primarily the result of combat losses is not a conclusion that we have ever suggested ourselves, nor one we believe to be accurate. One of the IISS researchers who produced the data said that while the think tank had dramatically lowered its estimates of Ukrainian artillery assets and howitzers in 2013, it did so as part of a  reassessment  and reallocation of units to airborne forces. No, we have never attributed this reduction to combat losses,  the IISS researcher said, explaining that most of the reallocation occurred prior to the two-year period that CrowdStrike cites in its report. The vast majority of the reduction actually occurs   before Crimea/Donbass,  he added, referring to the 2014 Russian invasion of Ukraine. The definitive  evidence  cited by Alperovitch is now effectively debunked: indeed, it was debunked by Carr late last year, but that was ignored in the media s rush to  prove  the Russians hacked the DNC in order to further Trump s presidential ambitions. The exposure by the Voice of America of Crowdstrike s falsification of Ukrainian battlefield losses   the supposedly solid  proof  of attributing the hack to the GRU   is the final nail in Crowdstrike s coffin Continue this story at Antiwar.comREAD MORE RUSSIAN HACK NEWS AT: 21st Century Wire Russian Hack FilesSUPPORT 21WIRE    SUBSCRIBE & BECOME A MEMBER@ 21WIRE.TV ",FAKE
" Putin gave clear response to U.S. hacking allegations: TASS cites Kremlin TOKYO (Reuters) - The Kremlin said on Friday that President Vladimir Putin had given President Barack Obama “a really clear response” to U.S. allegations that Moscow had interfered in the U.S. presidential election by hacking Democratic Party organizations. Russia’s TASS news agency cited Kremlin aide Yuri Ushakov as telling reporters in Tokyo that Putin had explained Russia’s stance on the issue to Obama on the sidelines of the G20 summit in September. “There was a tete-a-tete conversation and different themes were discussed,” Ushakov was cited as saying. “This theme was touched upon.  A really clear reply was given by our side which perhaps did not fit with what Obama was trying to explain to us.” Three U.S. officials said on Thursday that Putin had supervised his intelligence agencies’ hacking of the U.S. presidential election and turned it from a general attempt to discredit American democracy to an effort to help Donald Trump. ",FAKE
"  Kid Asks Trump To Sign His Hat At Egg Roll, Trump Throws Hat Into Crowd (VIDEO) Example #490927 that Trump is terrible with children: While making his way through the crowd at the White House Easter egg roll, Trump was asked by a young child if he would sign his hat. Somehow he screwed that up.After being stopped, Trump grabs a pen, quickly signs the hat and then  throws the hat deep into the crowd. Some in the crowd literally shout  nooo!  as he does it. Trump, oblivious to the fact that he just screwed this kid over, grabs another hat. Signs it. And does the exact same thing.What is going through his head?A kid asks Trump to sign his hat at the White House Easter Egg Roll. The president signs   and then tosses the hat into the crowd. pic.twitter.com/7ExdhpO97H  POLITICO (@politico) April 17, 2017At the end of the clip, Trump asks  whose hat?  as if the kid he screwed over wasn t standing right in front of him the whole time. It s unclear if the original kid ever got his signed hat.Even setting aside this awful moment, Trump s Easter egg roll was a shoddily run event.Other than that, everything was perfect.Featured image via Twitter",FAKE
" THE SMARTEST WOMAN In Politics: “How Trump Can Knock Out Hillary In The First Debate” Monica Crowley offers some of the most brilliant political analysis in conservative media. She is brilliant, witty, and has incredible insight. When Monica Crowley gives Trump a plan on how to knock out Hillary in the first debate, he would do well to listen to her It promises to be the greatest show on earth: the first presidential debate to be held Monday night at Hofstra University in New York. Rarely has a political event attracted this kind of Super Bowl-level excitement, curiosity and anticipation. Then again, rarely have we had two presidential candidates who light up the political sky like Donald Trump and Hillary Clinton.Mrs. Clinton has been on the national scene for nearly 30 years and carries all of the baggage of those tumultuous decades: endless scandals, ethical tightrope-walking, legal dodge ball, compulsive lying, slimy blame-shifting, bunker paranoia, the systematic selling of her offices for personal enrichment and the deliberate jeopardizing of the nation s most sensitive secrets for her family s gain. We know what Mrs. Clinton will do, which is what she s always done: lie, fabricate, deflect and distract. Boring and predictable. Donald Trump, on the other hand, is neither   and he has the advantage of being shiny and new. What he does with that opportunity is anyone s guess. I suspect he s been rope-a-doping everybody with the  we re not doing debate prep, we re just hanging out eating cheeseburgers  line and will, in fact, knock out Mrs. Clinton with his command of policy, her long record of failure and the positive agenda he embraces.For a full TKO, Mr. Trump should do four main things.First, he should emphasize his pragmatic vision for turning America around: moving to pro-growth economics, restoring law and order, rebuilding the military and a strong national defense, reigniting America s influence and prestige internationally, and defeating the corrupt, rigged system (as embodied by Mrs. Clinton).As a successful presidential candidate, he must offer voters a positive, compelling reason to vote for him, rather than just against his opponent. That s why it s critical for Mr. Trump to focus on his restorative agenda for the country.Second, as a compliment to his optimistic vision, he must smash Mrs. Clinton, both as a failed  leader  pushing failed policies and a destructive leftist ideology and as a deeply corrupt individual who cannot   must not   be trusted with the presidency.She will try to swarm him with policy details to try to demonstrate that he s unprepared for the highest office in the land. She ll try to sit above the fray, winking that she s  been there, done that.  Well, yes. But the question is not whether she was in the game. It s how she played it   and what results she produced. For her, the result was evermore power and a net worth of over $125 million. For the country, the result is that we are less wealthy, less prosperous, less safe, less secure, less powerful.Mr. Trump doesn t have to show an encyclopedic knowledge of every policy nuance. He simply has to point to the wreckage of the Obama economy and foreign policy and say:  We tried it your way. Mic drop.Third, he should  gaslight  her (hat tip to Alfred Hitchcock) by remaining totally cool and unflappable while calmly pushing on her vulnerabilities, from her disgraceful lack of integrity to her hypocrisy concerning women to standing by silently if she s seized by one of her interminable coughing attacks.This must be done with the greatest care, taking the Reagan approach of regarding her more in sorrow than in anger:  There you go again.  And he should call her Mrs. Clinton in order to link her to the deeply flawed boy who brought her to the dance. For all of the talk about Mr. Trump s alleged  thin skin,  she is extraordinarily prickly. She has never faced a tough election fight or been questioned aggressively or criticized to her face. If Mr. Trump can get under her thin skin, he could provoke a caustic response that will reveal the cosseted elitist behind the frozen smile. Witness candidate Barack Obama s calmly delivered 2008 crack,  You re likeable enough, Hillary.  The steam came out of her ears for days.Finally, Mr. Trump must be a happy warrior. Most voters want to believe that he s the guy not just to fix the country   but to restore their optimism with it. They want to know that he will fight the war for America s future not as a burden but as a joyful privilege. If he can exuberantly convey that America can be saved   and that she is worth saving   he will not just win the debate but perhaps the election.For entire article: Monica Crowley, Washington Times",FAKE
" BILL CLINTON’S 12-YR Mistress Gennifer Flowers Says “YES” To Trump’s Invitation For Front Row Seats At Debate Donald Trump on Saturday threatened to bring a woman that Bill Clinton had an extramarital affair with when he debates Hillary Clinton.Trump tweeted this response to Mark Cuban sitting in the front row, in an attempt to rattle him during the debates:If dopey Mark Cuban of failed Benefactor fame wants to sit in the front row, perhaps I will put Gennifer Flowers right alongside of him!When Hillary Clinton takes the podium at Monday night s first presidential debate, she could be staring down an old romantic rival sitting in the front row.Gennifer Flowers, who carried on a 12-year affair with Bill Clinton when he was attorney general and governor of Arkansas, might attend the debate at Hofstra University as Trump s guest, BuzzFeed reported Saturday. Ms. Flowers has agreed to join Donald at the debate,  her personal assistant, Judy Stell, wrote in an e-mail to BuzzFeed, according to the Web site.The development grew from a Twitter broadside Trump launched earlier that day. If dopey Mark Cuban of failed Benefactor fame wants to sit in the front row, perhaps I will put Gennifer Flowers right alongside of him!  he tweeted.  NYP",FAKE
" RUSSIAN ROULETTE FOR LAW ENFORCEMENT: Border Patrol Agents Given Awards For Putting Lives Of Armed Illegal Aliens Before Their Own Mind blowing incompetence and reckless disregard for the lives of these brave men and women by politically appointed leftists A new service award recently created by U.S. Customs and Border Protection (CBP) for Border Patrol agents could actually put their lives at risk. The award recognizes an agent who does not use deadly force in a situation where they are confronted by an armed assailant.  They want us to put ourselves in a bad tactical situation,  National Border Patrol Council Vice President Shawn Moran told Breitbart Texas in an interview Friday evening.  This could lead to one of our agents getting killed. The award is defined by the CBP as:The Use of Deadly Force Encounter Averted award is to recognize and employee who demonstrated clear situational awareness and courage while disarming a suspect using contact controls and verbal commands before the situation escalated to the use of deadly force. The act must demonstrate courage in the face of an armed suspect and result in no injury in accordance with agencies use of force policy. At first, I thought this was a joke,  Moran told Breitbart Texas. But Border Patrol Agent Chris Cabrera contacted officials in the awards section of CBP and they confirmed it is true, he said. In addition to his Border Patrol duties Cabrera also serves as vice president of NBPC Local 3307 and as NBPC deputy spokesperson. This is a true indication about how the politically appointed leaders of the CBP truly feel about our agents,  he said.Moran said he had not heard about the award before Cabrera brought it to his attention.  I can t recall any official discussions between the union and the department over this,  he explained.  This is typical pandering by our executives to organizations like the ACLU and illegal alien advocates. The exacerbated leader of the NBPC which represents more than 18,000 men and women who protect our nation s borders said,  They are more concerned about placating these groups than protecting Border Patrol agents. He said this is also typical for them to roll something like this out on the day before a big holiday weekend hoping no one will notice.The policy appears to put just one more thing an agent must think about when faced with a life threatening situation.The NBPC posted a copy of the award definition on its Facebook page earlier on Friday evening. Commenting on the award, the organization posted,  This type of thinking will get Border Patrol agents killed. If that happens we will hold the creators of this award accountable. This is despicable. The CBP seems to be following the lead of the Los Angeles Police Department who rolled out a  Preservation of Life Award.  The policy was designed to recognize officers who hold their fire to avoid using deadly force, Breitbart News  William Bigelow reported in November 2015.The Los Angeles Police Protective League had a similar reaction to that of the NBPC. The local police union responded that the award prioritizes the lives of suspected criminals over the lives of officers.NATO forces in Europe considered a similar idea but never implemented it, Bigelow reported. Via: Breitbart News ",FAKE
 FLASHBACK: CHICAGO RESIDENT Blasts Chicago Mayor: “This mayor doesn’t care about black people!” [Video]  ,FAKE
" Former CIA director worried Russia tried to recruit Americans WASHINGTON (Reuters) - Former CIA Director John Brennan said on Monday there was enough contact between Americans and Russian officials during the 2016 U.S. election that there was definitely grounds for an investigation into possible collusion with Moscow, and also concern about Russian efforts to recruit Americans. “I had unresolved questions in my mind about whether or not the Russians had been successful in getting U.S. persons, involved in the campaign or not, to work on their behalf,” Brennan testified to the U.S. House of Representatives Intelligence Committee. Brennan declined to provide any indication about the identity of those people. ",FAKE
" Trudeau sees no flood of Americans to Canada if Trump wins WASHINGTON (Reuters) - Canadian Prime Minister Justin Trudeau on Friday joked that he is not expecting an influx of unhappy Americans across the border if firebrand Republican Donald Trump becomes president. As Trump’s popularity builds in the race for the Republican presidential nomination, Internet search providers have noted a spike in queries from Americans about moving to Canada.  Trudeau told students on the third day of an official visit to the United States, however, that the idea of emigration by voters who feared ending up on the losing side was common during U.S. election campaigns. “If over the past decades that had been the case, we’d have more people in Canada than in the United States ... It becomes an easy thing to cry out,” he said during a discussion at Washington’s American University. Canada’s population is just over a tenth the size of that of the United States. Trudeau said Canadians and Americans continually crossed the border to live in the other country. “That’s just the nature of our friendship and relationship and to link it too much to politics is humorous ... There will always be flows back and forth and one must never fret or be disappointed with that,” he said. Migration data from after Republican George W. Bush’s 2000 election and 2004 re-election - other times when some liberal Americans pledged to move to Canada in protest – suggests few followed up on their promise. Trudeau, whose Liberals took power in Canada last November, had previously largely avoided questions about the consequences of a Trump victory, saying he will work with whomever wins. Earlier this week he said he would neither fight Trump nor support him but understood his appeal for people fed up with politics. Trudeau made his comments a day after talks at the White House that set the seal on better ties with the United States. Trudeau and President Barack Obama agreed joint steps to combat climate change and make it easier for people and goods to flow back and forth across their countries’ long border. Trump has in the past mused about tearing up the North American Free Trade Agreement, which could cripple the Canadian economy. Keeping good relations with the United States is critical for Canada, which sends 75 percent of its exports to its southern neighbor. ",FAKE
"  Idiot Donald Trump Jr. Just Released Russian Email Chain — He’s Toast (IMAGES) Donald Trump Jr. may have been born with a silver spoon in his mouth, but he seems to be lacking the  superior genes  his father claims as a birthright. On Tuesday morning, while in the middle of being a focus of the scandal that will rock his father s administration, he tweeted the email chain that very literally implicates him in colluding with the Russians. Yes, it s that bad.The chain was from June 6, 2016, and it was about setting up the meeting between Trump Jr, Paul Manafort (Trump s campaign manager at the time) and Jared Kushner.Here s my statement and the full email chain pic.twitter.com/x050r5n5LQ  Donald Trump Jr. (@DonaldJTrumpJr) July 11, 2017The smoking gun came in this one:Here is page 4 (which did not post due to space constraints). pic.twitter.com/z1Xi4nr2gq  Donald Trump Jr. (@DonaldJTrumpJr) July 11, 2017Twitter users were stunned, especially over this part, which explicitly states that Trump Jr. attended the meeting with the intention of getting dirt on Clinton, which he said he would  love. The documents  would incriminate Hillary and her dealings with Russia and would be very useful to your father,  read the email, written by a trusted intermediary, who added,  This is obviously very high level and sensitive information but is part of Russia and its government s support for Mr. Trump. If the future president s elder son was surprised or disturbed by the provenance of the promised material   or the notion that it was part of an ongoing effort by the Russian government to aid his father s campaign   he gave no indication.He replied within minutes:  If it s what you say I love it especially later in the summer. Source: NY TimesSo I think this is the part people will focus on as showing knowledge he was getting something of value from foreign source pic.twitter.com/b566VDVgkP  Rick Hasen (@rickhasen) July 11, 2017and this about the  thing of value  itself pic.twitter.com/Pm8kEMp24U  Rick Hasen (@rickhasen) July 11, 2017And as to proving  solicitation  or  coordination  under campaign laws, Trump Jr. says  If it s what you say I love it  pic.twitter.com/HVMLsYzDLB  Rick Hasen (@rickhasen) July 11, 2017You lied about the meeting  twice. Why are we supposed to believe you now? Like every other Trump, you re a fraud. pic.twitter.com/QYyIHmnkWR  Josh S nchez (@jnsanchez) July 11, 2017Donald Junior doesn t realize how incriminating this is?  Merrill Lynch (@MerrillLynched) July 11, 2017 I love the poorly educated!  pic.twitter.com/P0aiGIWHkn  Cor10ee (@cor10ee) July 11, 2017A prison romper to match Daddy s! pic.twitter.com/EsoHCZUasS  Mike Denison (@mikd33) July 11, 2017The only explanation for this apparent suicide tactic is to get out ahead of a New York Times story. They already had the emails.Trump Senior has been trying to distance himself from his son since the story broke on Monday, but as the New York Times notes, the meeting took place just three floors below his office. Even if Trump argues that Jr. and Kushner weren t officially part of his campaign, he can t make that claim about Manafort.This is serious stuff. Trump Jr. asked to see the information (solicitation), and such information would be considered to be a  thing of value.  It s both illegal to solicit and it s illegal for a campaign to accept a things of value from foreign entity, and it s hard to dispute that such  dirt  on an opponent wouldn t be a thing of value.A foreign national shall not, directly or indirectly, make a contribution or a donation of money or other thing of value, or expressly or impliedly promise to make a contribution or a donation, in connection with any Federal, State, or local election.This won t be the final shoe to drop, though. Rep. Adam Schiff (D-California) says that the Congressional intel committee has a lot more damaging information than the public knows. Thankfully, though, the Trump family keeps inching so much closer to hanging themselves.Featured image via Drew Angerer/Getty Images",FAKE
